source,target,source_severity,target_severity,edge_severity_score,shared_cwes,shared_cwe_count
crawl4ai,aiohttp,medium,high,3,,0
crawl4ai,sentence-transformers,medium,unknown,2,,0
crawl4ai,humanize,medium,unknown,2,,0
crawl4ai,rank-bm25,medium,unknown,2,,0
crawl4ai,fake-useragent,medium,unknown,2,,0
crawl4ai,scikit-learn,medium,medium,2,,0
crawl4ai,selenium,medium,low,2,,0
crawl4ai,shapely,medium,unknown,2,,0
crawl4ai,beautifulsoup4,medium,unknown,2,,0
crawl4ai,pillow,medium,critical,4,,0
crawl4ai,pyyaml,medium,critical,4,,0
crawl4ai,aiosqlite,medium,unknown,2,,0
crawl4ai,litellm,medium,critical,4,,0
crawl4ai,nltk,medium,high,3,,0
crawl4ai,patchright,medium,unknown,2,,0
crawl4ai,pydantic,medium,medium,2,,0
crawl4ai,brotli,medium,high,3,,0
crawl4ai,pyopenssl,medium,high,3,,0
crawl4ai,numpy,medium,critical,4,,0
crawl4ai,cssselect,medium,unknown,2,,0
crawl4ai,transformers,medium,critical,4,,0
crawl4ai,aiofiles,medium,unknown,2,,0
crawl4ai,httpx,medium,critical,4,,0
crawl4ai,anyio,medium,unknown,2,,0
crawl4ai,snowballstemmer,medium,unknown,2,,0
crawl4ai,torch,medium,critical,4,,0
crawl4ai,tokenizers,medium,unknown,2,,0
crawl4ai,psutil,medium,high,3,,0
crawl4ai,xxhash,medium,unknown,2,,0
crawl4ai,chardet,medium,unknown,2,,0
crawl4ai,requests,medium,medium,2,,0
crawl4ai,pypdf2,medium,moderate,2,,0
crawl4ai,lxml,medium,moderate,2,,0
crawl4ai,lark,medium,unknown,2,,0
crawl4ai,playwright,medium,unknown,2,,0
crawl4ai,python-dotenv,medium,unknown,2,,0
crawl4ai,rich,medium,unknown,2,,0
crawl4ai,tf-playwright-stealth,medium,unknown,2,,0
cryptography,click,high,unknown,3,,0
cryptography,sphinxcontrib-spelling,high,unknown,3,,0
cryptography,typing-extensions,high,unknown,3,,0
cryptography,bcrypt,high,unknown,3,,0
cryptography,sphinx-rtd-theme,high,unknown,3,,0
cryptography,mypy,high,unknown,3,,0
cryptography,pyenchant,high,unknown,3,,0
cryptography,pretend,high,unknown,3,,0
cryptography,pytest-benchmark,high,unknown,3,,0
cryptography,build,high,unknown,3,,0
cryptography,cryptography-vectors,high,unknown,3,,0
cryptography,pytest,high,unknown,3,,0
cryptography,nox,high,unknown,3,,0
cryptography,ruff,high,unknown,3,,0
cryptography,sphinx,high,unknown,3,,0
cryptography,readme-renderer,high,unknown,3,,0
cryptography,pytest-cov,high,unknown,3,,0
cryptography,check-sdist,high,unknown,3,,0
cryptography,sphinx-inline-tabs,high,unknown,3,,0
cryptography,pytest-randomly,high,unknown,3,,0
cryptography,cffi,high,unknown,3,,0
cryptography,pytest-xdist,high,unknown,3,,0
cryptography,certifi,high,low,3,CWE-208;CWE-295;CWE-476,3
curl-cffi,typing_extensions,high,unknown,3,,0
curl-cffi,readability-lxml,high,unknown,3,,0
curl-cffi,proxy.py,high,high,3,,0
curl-cffi,mypy,high,unknown,3,,0
curl-cffi,lxml_html_clean,high,high,3,,0
curl-cffi,pytest,high,unknown,3,,0
curl-cffi,cibuildwheel,high,unknown,3,,0
curl-cffi,wheel,high,high,3,,0
curl-cffi,httpx,high,critical,4,,0
curl-cffi,pytest-trio,high,unknown,3,,0
curl-cffi,trio,high,unknown,3,,0
curl-cffi,ruff,high,unknown,3,,0
curl-cffi,uvicorn,high,high,3,,0
curl-cffi,pytest-asyncio,high,unknown,3,,0
curl-cffi,cryptography,high,high,3,,0
curl-cffi,trustme,high,unknown,3,,0
curl-cffi,markdownify,high,low,3,,0
curl-cffi,fastapi,high,high,3,,0
curl-cffi,websockets,high,high,3,,0
curl-cffi,cffi,high,unknown,3,,0
curl-cffi,certifi,high,low,3,,0
curl-cffi,python-multipart,high,high,3,,0
curl-cffi,charset_normalizer,high,unknown,3,,0
curl-cffi,coverage,high,unknown,3,,0
dagster,jinja2,medium,medium,2,,0
dagster,click,medium,unknown,2,,0
dagster,six,medium,unknown,2,,0
dagster,types-paramiko,medium,unknown,2,,0
dagster,types-backports,medium,unknown,2,,0
dagster,tomlkit,medium,unknown,2,,0
dagster,mypy,medium,unknown,2,,0
dagster,pywin32,medium,high,3,,0
dagster,docstring-parser,medium,unknown,2,,0
dagster,grpcio-tools,medium,unknown,2,,0
dagster,types-six,medium,unknown,2,,0
dagster,pandas-stubs,medium,unknown,2,,0
dagster,types-python-dateutil,medium,unknown,2,,0
dagster,pytest-timeout,medium,unknown,2,,0
dagster,types-pyyaml,medium,unknown,2,,0
dagster,universal_pathlib,medium,unknown,2,,0
dagster,structlog,medium,unknown,2,,0
dagster,mypy-protobuf,medium,unknown,2,,0
dagster,morefs,medium,unknown,2,,0
dagster,docker,medium,unknown,2,,0
dagster,fsspec,medium,unknown,2,,0
dagster,types-toml,medium,unknown,2,,0
dagster,jsonschema,medium,unknown,2,,0
dagster,rapidfuzz,medium,unknown,2,,0
dagster,types-tzlocal,medium,unknown,2,,0
dagster,toposort,medium,unknown,2,,0
dagster,dagster-pipes,medium,unknown,2,,0
dagster,pytest,medium,unknown,2,,0
dagster,tqdm,medium,low,2,,0
dagster,types-chardet,medium,unknown,2,,0
dagster,syrupy,medium,unknown,2,,0
dagster,coloredlogs,medium,unknown,2,,0
dagster,types-requests,medium,unknown,2,,0
dagster,types-certifi,medium,unknown,2,,0
dagster,types-mock,medium,unknown,2,,0
dagster,dagster-shared,medium,unknown,2,,0
dagster,responses,medium,unknown,2,,0
dagster,types-cryptography,medium,unknown,2,,0
dagster,tox,medium,unknown,2,,0
dagster,duckdb,medium,high,3,,0
dagster,pyright,medium,unknown,2,,0
dagster,alembic,medium,unknown,2,,0
dagster,types-pyopenssl,medium,unknown,2,,0
dagster,tomli,medium,unknown,2,,0
dagster,tzdata,medium,unknown,2,,0
dagster,grpcio-health-checking,medium,unknown,2,,0
dagster,antlr4-python3-runtime,medium,unknown,2,,0
dagster,psutil,medium,high,3,,0
dagster,pytest-asyncio,medium,unknown,2,,0
dagster,setuptools,medium,high,3,,0
dagster,flaky,medium,unknown,2,,0
dagster,ruff,medium,unknown,2,,0
dagster,types-tabulate,medium,unknown,2,,0
dagster,pytest-cov,medium,unknown,2,,0
dagster,grpcio,medium,high,3,,0
dagster,pandas,medium,low,2,,0
dagster,requests,medium,medium,2,,0
dagster,buildkite-test-collector,medium,unknown,2,,0
dagster,types-pytz,medium,unknown,2,,0
dagster,objgraph,medium,unknown,2,,0
dagster,filelock,medium,unknown,2,,0
dagster,python-dotenv,medium,unknown,2,,0
dagster,pytest-xdist,medium,unknown,2,,0
dagster,rich,medium,unknown,2,,0
dagster,tabulate,medium,unknown,2,,0
dagster,pytest-mock,medium,unknown,2,,0
dagster,types-simplejson,medium,unknown,2,,0
dagster,protobuf,medium,high,3,,0
dagster,sqlalchemy,medium,critical,4,,0
dagster,watchdog,medium,unknown,2,,0
dagster,pytz,medium,unknown,2,,0
dash,multiprocess,medium,unknown,2,,0
dash,dash_testing_stub,medium,unknown,2,,0
dash,waitress,medium,critical,4,,0
dash,diskcache,medium,unknown,2,,0
dash,typing_extensions,medium,unknown,2,,0
dash,plotly-cloud,medium,unknown,2,,0
dash,mock,medium,unknown,2,,0
dash,selenium,medium,low,2,,0
dash,mimesis,medium,unknown,2,,0
dash,mypy,medium,unknown,2,,0
dash,importlib-metadata,medium,unknown,2,,0
dash,xlrd,medium,unknown,2,,0
dash,plotly,medium,unknown,2,,0
dash,retrying,medium,unknown,2,,0
dash,nest-asyncio,medium,unknown,2,,0
dash,pyyaml,medium,critical,4,CWE-502,1
dash,beautifulsoup4,medium,unknown,2,,0
dash,celery,medium,high,3,,0
dash,pyzmq,medium,unknown,2,,0
dash,redis,medium,high,3,,0
dash,ipython,medium,critical,4,CWE-94,1
dash,percy,medium,unknown,2,,0
dash,pytest,medium,unknown,2,,0
dash,coloredlogs,medium,unknown,2,,0
dash,flask,medium,low,2,CWE-502,1
dash,black,medium,medium,2,,0
dash,jupyterlab,medium,high,3,,0
dash,numpy,medium,critical,4,CWE-502,1
dash,flask-compress,medium,unknown,2,,0
dash,dash-ag-grid,medium,unknown,2,,0
dash,flask-talisman,medium,unknown,2,,0
dash,orjson,medium,high,3,,0
dash,pyright,medium,unknown,2,,0
dash,fire,medium,unknown,2,,0
dash,flake8,medium,unknown,2,,0
dash,flaky,medium,unknown,2,,0
dash,pytest-sugar,medium,unknown,2,,0
dash,psutil,medium,high,3,,0
dash,pylint,medium,unknown,2,,0
dash,setuptools,medium,high,3,,0
dash,cryptography,medium,high,3,CWE-203,1
dash,pandas,medium,low,2,CWE-94,1
dash,pyarrow,medium,critical,4,,0
dash,openpyxl,medium,moderate,2,,0
dash,requests,medium,medium,2,,0
dash,lxml,medium,moderate,2,,0
dash,kombu,medium,unknown,2,,0
dash,werkzeug,medium,high,3,,0
dash,pytest-mock,medium,unknown,2,,0
dash,pytest-rerunfailures,medium,unknown,2,,0
dbt-core,jinja2,high,medium,3,,0
dbt-core,click,high,unknown,3,,0
dbt-core,daff,high,unknown,3,,0
dbt-core,typing-extensions,high,unknown,3,,0
dbt-core,agate,high,unknown,3,,0
dbt-core,dbt-common,high,unknown,3,,0
dbt-core,dbt-semantic-interfaces,high,unknown,3,,0
dbt-core,networkx,high,unknown,3,,0
dbt-core,pyyaml,high,critical,4,,0
dbt-core,sqlparse,high,high,3,,0
dbt-core,pydantic,high,medium,3,,0
dbt-core,jsonschema,high,unknown,3,,0
dbt-core,dbt-adapters,high,unknown,3,,0
dbt-core,mashumaro,high,unknown,3,,0
dbt-core,dbt-protos,high,unknown,3,,0
dbt-core,packaging,high,unknown,3,,0
dbt-core,pathspec,high,unknown,3,,0
dbt-core,dbt-extractor,high,unknown,3,,0
dbt-core,requests,high,medium,3,,0
dbt-core,protobuf,high,high,3,,0
dbt-core,snowplow-tracker,high,unknown,3,,0
dbt-core,pytz,high,unknown,3,,0
deepdiff,click,critical,unknown,4,,0
deepdiff,sphinx-sitemap,critical,unknown,4,,0
deepdiff,ipdb,critical,unknown,4,,0
deepdiff,bump2version,critical,unknown,4,,0
deepdiff,tomli-w,critical,unknown,4,,0
deepdiff,pytest-benchmark,critical,unknown,4,,0
deepdiff,pyyaml,critical,critical,4,,0
deepdiff,uuid6,critical,unknown,4,,0
deepdiff,pydantic,critical,medium,4,,0
deepdiff,flake8-pyproject,critical,unknown,4,,0
deepdiff,python-dateutil,critical,unknown,4,,0
deepdiff,sphinxemoji,critical,unknown,4,,0
deepdiff,pytest,critical,unknown,4,,0
deepdiff,nox,critical,unknown,4,,0
deepdiff,numpy,critical,critical,4,,0
deepdiff,jsonpickle,critical,critical,4,,0
deepdiff,orjson,critical,high,4,,0
deepdiff,tomli,critical,unknown,4,,0
deepdiff,flake8,critical,unknown,4,,0
deepdiff,sphinx,critical,unknown,4,,0
deepdiff,pandas,critical,low,4,,0
deepdiff,pytest-cov,critical,unknown,4,,0
deepdiff,python-dotenv,critical,unknown,4,,0
deepdiff,orderly-set,critical,unknown,4,,0
deepdiff,polars,critical,unknown,4,,0
deepdiff,coverage,critical,unknown,4,,0
deepspeed,py-cpuinfo,high,unknown,3,,0
deepspeed,torchvision,high,unknown,3,,0
deepspeed,clang-format,high,unknown,3,,0
deepspeed,sphinx-rtd-theme,high,unknown,3,,0
deepspeed,mpi4py,high,unknown,3,,0
deepspeed,future,high,high,3,,0
deepspeed,msgpack,high,unknown,3,,0
deepspeed,importlib-metadata,high,unknown,3,,0
deepspeed,neural-compressor,high,unknown,3,,0
deepspeed,sentencepiece,high,unknown,3,,0
deepspeed,safetensors,high,unknown,3,,0
deepspeed,mup,high,unknown,3,,0
deepspeed,comet_ml,high,unknown,3,,0
deepspeed,pydantic,high,medium,3,,0
deepspeed,google,high,unknown,3,,0
deepspeed,accelerate,high,unknown,3,,0
deepspeed,wandb,high,unknown,3,,0
deepspeed,tensorboard,high,unknown,3,,0
deepspeed,docutils,high,critical,4,,0
deepspeed,tqdm,high,low,3,,0
deepspeed,pytest,high,unknown,3,,0
deepspeed,deepspeed-kernels,high,unknown,3,,0
deepspeed,numpy,high,critical,4,,0
deepspeed,transformers,high,critical,4,,0
deepspeed,xgboost,high,unknown,3,,0
deepspeed,scipy,high,high,3,,0
deepspeed,autodoc_pydantic,high,unknown,3,,0
deepspeed,recommonmark,high,unknown,3,,0
deepspeed,einops,high,unknown,3,,0
deepspeed,packaging,high,unknown,3,,0
deepspeed,torch,high,critical,4,,0
deepspeed,pre-commit,high,unknown,3,,0
deepspeed,qtorch,high,unknown,3,,0
deepspeed,sphinx,high,unknown,3,,0
deepspeed,lm-eval,high,unknown,3,,0
deepspeed,psutil,high,high,3,,0
deepspeed,pytest-forked,high,unknown,3,,0
deepspeed,ninja,high,unknown,3,,0
deepspeed,hjson,high,unknown,3,,0
deepspeed,pytest-randomly,high,unknown,3,,0
deepspeed,sphinx_rtd_theme,high,unknown,3,,0
deepspeed,pytest-xdist,high,unknown,3,,0
deepspeed,tabulate,high,unknown,3,,0
deepspeed,protobuf,high,high,3,,0
deepspeed,triton,high,unknown,3,,0
deepspeed,diffusers,high,unknown,3,,0
django,asgiref,critical,unknown,4,,0
django,sqlparse,critical,high,4,,0
django,bcrypt,critical,unknown,4,,0
django,tzdata,critical,unknown,4,,0
django,argon2-cffi,critical,unknown,4,,0
djangorestframework,django,low,critical,4,,0
djangorestframework-simplejwt,django,low,critical,4,,0
djangorestframework-simplejwt,twine,low,unknown,1,,0
djangorestframework-simplejwt,djangorestframework,low,low,1,,0
djangorestframework-simplejwt,pyupgrade,low,unknown,1,,0
djangorestframework-simplejwt,ipython,low,critical,4,,0
djangorestframework-simplejwt,pytest,low,unknown,1,,0
djangorestframework-simplejwt,wheel,low,high,3,,0
djangorestframework-simplejwt,pyjwt,low,low,1,,0
djangorestframework-simplejwt,pytest-django,low,unknown,1,,0
djangorestframework-simplejwt,tox,low,unknown,1,,0
djangorestframework-simplejwt,pre-commit,low,unknown,1,,0
djangorestframework-simplejwt,ruff,low,unknown,1,,0
djangorestframework-simplejwt,sphinx,low,unknown,1,,0
djangorestframework-simplejwt,cryptography,low,high,3,,0
djangorestframework-simplejwt,pytest-watch,low,unknown,1,,0
djangorestframework-simplejwt,pytest-cov,low,unknown,1,,0
djangorestframework-simplejwt,yesqa,low,unknown,1,,0
djangorestframework-simplejwt,sphinx_rtd_theme,low,unknown,1,,0
djangorestframework-simplejwt,pytest-xdist,low,unknown,1,,0
djangorestframework-simplejwt,python-jose,low,critical,4,,0
djangorestframework-simplejwt,freezegun,low,unknown,1,,0
dnspython,idna,medium,medium,2,,0
dnspython,wmi,medium,unknown,2,,0
dnspython,sphinx-rtd-theme,medium,unknown,2,,0
dnspython,mypy,medium,unknown,2,,0
dnspython,twine,medium,unknown,2,,0
dnspython,pytest,medium,unknown,2,,0
dnspython,black,medium,medium,2,,0
dnspython,wheel,medium,high,3,,0
dnspython,httpx,medium,critical,4,,0
dnspython,hypercorn,medium,unknown,2,,0
dnspython,flake8,medium,unknown,2,,0
dnspython,trio,medium,unknown,2,,0
dnspython,sphinx,medium,unknown,2,,0
dnspython,cryptography,medium,high,3,,0
dnspython,quart-trio,medium,unknown,2,,0
dnspython,pylint,medium,unknown,2,,0
dnspython,httpcore,medium,unknown,2,,0
dnspython,pytest-cov,medium,unknown,2,,0
dnspython,aioquic,medium,unknown,2,,0
dnspython,h2,medium,medium,2,,0
dnspython,coverage,medium,unknown,2,,0
duckdb,pyarrow,high,critical,4,,0
duckdb,numpy,high,critical,4,,0
duckdb,adbc-driver-manager,high,unknown,3,,0
duckdb,fsspec,high,unknown,3,,0
duckdb,ipython,high,critical,4,,0
duckdb,pandas,high,low,3,,0
ecdsa,gmpy,high,unknown,3,,0
ecdsa,gmpy2,high,unknown,3,,0
ecdsa,six,high,unknown,3,,0
embedchain,google-generativeai,critical,unknown,4,,0
embedchain,sentence-transformers,critical,unknown,4,,0
embedchain,qdrant-client,critical,critical,4,,0
embedchain,mem0ai,critical,unknown,4,,0
embedchain,google-auth,critical,unknown,4,,0
embedchain,posthog,critical,unknown,4,,0
embedchain,langchain,critical,high,4,,0
embedchain,beautifulsoup4,critical,unknown,4,,0
embedchain,google-auth-oauthlib,critical,unknown,4,,0
embedchain,weaviate-client,critical,unknown,4,,0
embedchain,elasticsearch,critical,unknown,4,,0
embedchain,langchain-google-vertexai,critical,unknown,4,,0
embedchain,langchain-openai,critical,unknown,4,,0
embedchain,together,critical,unknown,4,,0
embedchain,pysbd,critical,unknown,4,,0
embedchain,psycopg-binary,critical,unknown,4,,0
embedchain,replicate,critical,unknown,4,,0
embedchain,openai,critical,unknown,4,,0
embedchain,psycopg-pool,critical,unknown,4,,0
embedchain,lancedb,critical,unknown,4,,0
embedchain,mysql-connector-python,critical,high,4,,0
embedchain,google-api-core,critical,unknown,4,,0
embedchain,google-api-python-client,critical,unknown,4,,0
embedchain,alembic,critical,unknown,4,,0
embedchain,torch,critical,critical,4,,0
embedchain,pymilvus,critical,unknown,4,,0
embedchain,opensearch-py,critical,unknown,4,,0
embedchain,langchain-cohere,critical,unknown,4,,0
embedchain,gptcache,critical,unknown,4,,0
embedchain,requests,critical,medium,4,,0
embedchain,google-auth-httplib2,critical,unknown,4,,0
embedchain,pypdf,critical,medium,4,,0
embedchain,schema,critical,unknown,4,,0
embedchain,psycopg,critical,unknown,4,,0
embedchain,python-dotenv,critical,unknown,4,,0
embedchain,langchain-community,critical,high,4,,0
embedchain,rich,critical,unknown,4,,0
embedchain,chromadb,critical,unknown,4,,0
embedchain,sqlalchemy,critical,critical,4,,0
embedchain,langchain-mistralai,critical,unknown,4,,0
embedchain,langchain-aws,critical,unknown,4,,0
embedchain,gpt4all,critical,unknown,4,,0
embedchain,langsmith,critical,unknown,4,,0
eth-abi,mypy,medium,unknown,2,,0
eth-abi,twine,medium,unknown,2,,0
eth-abi,parsimonious,medium,unknown,2,,0
eth-abi,pytest-timeout,medium,unknown,2,,0
eth-abi,sphinx-autobuild,medium,unknown,2,,0
eth-abi,towncrier,medium,unknown,2,,0
eth-abi,build,medium,unknown,2,,0
eth-abi,bump_my_version,medium,unknown,2,,0
eth-abi,hypothesis,medium,unknown,2,,0
eth-abi,ipython,medium,critical,4,,0
eth-abi,pytest,medium,unknown,2,,0
eth-abi,eth-typing,medium,unknown,2,,0
eth-abi,eth-hash,medium,unknown,2,,0
eth-abi,wheel,medium,high,3,,0
eth-abi,tox,medium,unknown,2,,0
eth-abi,pre-commit,medium,unknown,2,,0
eth-abi,sphinx,medium,unknown,2,,0
eth-abi,pytest-pythonpath,medium,unknown,2,,0
eth-abi,eth-utils,medium,unknown,2,,0
eth-abi,sphinx_rtd_theme,medium,unknown,2,,0
eth-abi,pytest-xdist,medium,unknown,2,,0
eventlet,black,medium,medium,2,,0
eventlet,greenlet,medium,unknown,2,,0
eventlet,build,medium,unknown,2,,0
eventlet,isort,medium,unknown,2,,0
eventlet,pip-tools,medium,unknown,2,,0
eventlet,dnspython,medium,medium,2,,0
eventlet,pre-commit,medium,unknown,2,,0
eventlet,commitizen,medium,unknown,2,,0
eventlet,twine,medium,unknown,2,,0
fastmcp,pyperclip,high,unknown,3,,0
fastmcp,jsonschema-path,high,unknown,3,,0
fastmcp,mcp,high,high,3,,0
fastmcp,httpx,high,critical,4,,0
fastmcp,websockets,high,high,3,,0
fastmcp,python-dotenv,high,unknown,3,,0
fastmcp,openapi-pydantic,high,unknown,3,,0
fastmcp,platformdirs,high,unknown,3,,0
fastmcp,pydantic,high,medium,3,,0
fastmcp,rich,high,unknown,3,,0
fastmcp,cyclopts,high,unknown,3,,0
fastmcp,openai,high,unknown,3,,0
fastmcp,exceptiongroup,high,unknown,3,,0
fastmcp,py-key-value-aio,high,unknown,3,,0
fastmcp,authlib,high,high,3,,0
feast,grpcio-reflection,high,unknown,3,,0
feast,ray,high,critical,4,,0
feast,click,high,unknown,3,,0
feast,cython,high,unknown,3,,0
feast,toml,high,unknown,3,,0
feast,poetry-dynamic-versioning,high,unknown,3,,0
feast,milvus-lite,high,unknown,3,,0
feast,ikvpy,high,unknown,3,,0
feast,deltalake,high,unknown,3,,0
feast,python-keycloak,high,unknown,3,,0
feast,elasticsearch,high,unknown,3,,0
feast,clickhouse-connect,high,unknown,3,,0
feast,fsspec,high,unknown,3,,0
feast,boto3,high,unknown,3,,0
feast,great_expectations,high,unknown,3,,0
feast,patchelf,high,high,3,,0
feast,google-cloud-datastore,high,unknown,3,,0
feast,pytest,high,unknown,3,,0
feast,moto,high,unknown,3,,0
feast,numpy,high,critical,4,,0
feast,sqlite-vec,high,high,3,,0
feast,sphinx,high,unknown,3,,0
feast,pytest-asyncio,high,unknown,3,,0
feast,psutil,high,high,3,,0
feast,google-cloud-bigquery,high,unknown,3,,0
feast,pyarrow,high,critical,4,,0
feast,grpcio,high,high,3,,0
feast,requests,high,medium,3,,0
feast,types-pytz,high,unknown,3,,0
feast,ibis-substrait,high,unknown,3,,0
feast,cffi,high,unknown,3,,0
feast,pytest-xdist,high,unknown,3,,0
feast,hazelcast-python-client,high,unknown,3,,0
feast,faiss-cpu,high,unknown,3,,0
feast,pymysql,high,critical,4,,0
feast,torchvision,high,unknown,3,,0
feast,qdrant-client,high,critical,4,,0
feast,dask,high,critical,4,,0
feast,scikit-learn,high,medium,3,,0
feast,types-protobuf,high,unknown,3,,0
feast,regex,high,unknown,3,,0
feast,types_psutil,high,unknown,3,,0
feast,hiredis,high,unknown,3,,0
feast,hatchling,high,unknown,3,,0
feast,googleapis-common-protos,high,unknown,3,,0
feast,types-python-dateutil,high,unknown,3,,0
feast,pillow,high,critical,4,,0
feast,pyyaml,high,critical,4,,0
feast,google-cloud-storage,high,unknown,3,,0
feast,pydantic,high,medium,3,,0
feast,flit_core,high,unknown,3,,0
feast,python-dateutil,high,unknown,3,,0
feast,typeguard,high,unknown,3,,0
feast,kubernetes,high,unknown,3,,0
feast,pyodbc,high,unknown,3,,0
feast,torch,high,critical,4,,0
feast,types-tabulate,high,unknown,3,,0
feast,greenlet,high,unknown,3,,0
feast,pip-tools,high,unknown,3,,0
feast,uvicorn-worker,high,unknown,3,,0
feast,google-cloud-bigquery-storage,high,unknown,3,,0
feast,tabulate,high,unknown,3,,0
feast,scikit-build-core,high,unknown,3,,0
feast,pytest-lazy-fixture,high,unknown,3,,0
feast,meson-python,high,unknown,3,,0
feast,jinja2,high,medium,3,,0
feast,virtualenv,high,high,3,,0
feast,pybindgen,high,unknown,3,,0
feast,azure-storage-blob,high,moderate,3,,0
feast,hatch-vcs,high,unknown,3,,0
feast,pytest-env,high,unknown,3,,0
feast,minio,high,unknown,3,,0
feast,couchbase,high,critical,4,,0
feast,gunicorn,high,high,3,,0
feast,pyspark,high,critical,4,,0
feast,pytest-timeout,high,unknown,3,,0
feast,build,high,unknown,3,,0
feast,snowflake-connector-python,high,high,3,,0
feast,mypy-protobuf,high,unknown,3,,0
feast,redis,high,high,3,,0
feast,sqlglot,high,unknown,3,,0
feast,jsonschema,high,unknown,3,,0
feast,feast,high,high,3,,0
feast,testcontainers,high,unknown,3,,0
feast,types-requests,high,unknown,3,,0
feast,trino,high,unknown,3,,0
feast,pygments,high,critical,4,,0
feast,cassandra-driver,high,unknown,3,,0
feast,dill,high,unknown,3,,0
feast,pre-commit,high,unknown,3,,0
feast,prometheus_client,high,unknown,3,,0
feast,pymilvus,high,unknown,3,,0
feast,grpcio-health-checking,high,unknown,3,,0
feast,uvicorn,high,high,3,,0
feast,codeflare-sdk,high,unknown,3,,0
feast,grpcio-testing,high,unknown,3,,0
feast,types-redis,high,unknown,3,,0
feast,psycopg,high,unknown,3,,0
feast,pytest-mock,high,unknown,3,,0
feast,protobuf,high,high,3,,0
feast,mmh3,high,unknown,3,,0
feast,sqlalchemy,high,critical,4,,0
feast,calver,high,unknown,3,,0
feast,datasets,high,unknown,3,,0
feast,types-setuptools,high,unknown,3,,0
feast,poetry-core,high,unknown,3,,0
feast,google-cloud-bigtable,high,unknown,3,,0
feast,mock,high,unknown,3,,0
feast,meson,high,unknown,3,,0
feast,mypy,high,unknown,3,,0
feast,types-pymysql,high,unknown,3,,0
feast,urllib3,high,medium,3,,0
feast,py,high,high,3,,0
feast,couchbase-columnar,high,unknown,3,,0
feast,grpcio-tools,high,unknown,3,,0
feast,pytest-benchmark,high,unknown,3,,0
feast,happybase,high,unknown,3,,0
feast,types-pyyaml,high,unknown,3,,0
feast,timm,high,unknown,3,,0
feast,colorama,high,unknown,3,,0
feast,ibis-framework,high,critical,4,,0
feast,tqdm,high,low,3,,0
feast,azure-identity,high,medium,3,,0
feast,transformers,high,critical,4,,0
feast,pyjwt,high,low,3,,0
feast,google-api-core,high,unknown,3,,0
feast,httpx,high,critical,4,,0
feast,singlestoredb,high,unknown,3,,0
feast,pymssql,high,unknown,3,,0
feast,hatch-fancy-pypi-readme,high,unknown,3,,0
feast,ruff,high,unknown,3,,0
feast,cryptography,high,high,3,,0
feast,aiobotocore,high,unknown,3,,0
feast,setuptools,high,high,3,,0
feast,bigtree,high,unknown,3,,0
feast,pandas,high,low,3,,0
feast,pytest-cov,high,unknown,3,,0
feast,fastapi,high,high,3,,0
feast,assertpy,high,unknown,3,,0
feast,fastapi_mcp,high,unknown,3,,0
feast,pytest-ordering,high,unknown,3,,0
feast,tenacity,high,unknown,3,,0
feast,docling,high,unknown,3,,0
fiona,fiona,critical,critical,4,,0
fiona,click,critical,unknown,4,,0
fiona,aiohttp,critical,high,4,,0
fiona,click-plugins,critical,unknown,4,,0
fiona,pytz,critical,unknown,4,,0
fiona,pyparsing,critical,unknown,4,,0
fiona,fsspec,critical,unknown,4,,0
fiona,boto3,critical,unknown,4,,0
fiona,certifi,critical,low,4,,0
fiona,attrs,critical,unknown,4,,0
fiona,shapely,critical,unknown,4,,0
fiona,pytest-cov,critical,unknown,4,,0
fiona,importlib-metadata,critical,unknown,4,,0
fiona,pytest,critical,unknown,4,,0
fiona,cligj,critical,unknown,4,,0
flask,asgiref,low,unknown,1,,0
flask,jinja2,low,medium,2,,0
flask,click,low,unknown,1,CWE-601,1
flask,werkzeug,low,high,3,,0
flask,markupsafe,low,unknown,1,,0
flask,itsdangerous,low,unknown,1,,0
flask,blinker,low,unknown,1,,0
flask,python-dotenv,low,unknown,1,,0
flask,importlib-metadata,low,unknown,1,,0
flask-appbuilder,click,critical,unknown,4,,0
flask-appbuilder,prison,critical,unknown,4,,0
flask-appbuilder,jmespath,critical,unknown,4,,0
flask-appbuilder,flask-wtf,critical,unknown,4,,0
flask-appbuilder,email-validator,critical,unknown,4,,0
flask-appbuilder,wtforms,critical,unknown,4,,0
flask-appbuilder,flask-login,critical,unknown,4,,0
flask-appbuilder,jsonschema,critical,unknown,4,,0
flask-appbuilder,colorama,critical,unknown,4,,0
flask-appbuilder,python-dateutil,critical,unknown,4,,0
flask-appbuilder,marshmallow,critical,moderate,4,,0
flask-appbuilder,authlib,critical,high,4,,0
flask-appbuilder,marshmallow-sqlalchemy,critical,unknown,4,,0
flask-appbuilder,flask,critical,low,4,,0
flask-appbuilder,pyjwt,critical,low,4,,0
flask-appbuilder,flask-babel,critical,unknown,4,,0
flask-appbuilder,flask-talisman,critical,unknown,4,,0
flask-appbuilder,flask-sqlalchemy,critical,unknown,4,,0
flask-appbuilder,werkzeug,critical,high,4,,0
flask-appbuilder,apispec,critical,unknown,4,,0
flask-appbuilder,flask-limiter,critical,unknown,4,,0
flask-appbuilder,flask-jwt-extended,critical,unknown,4,,0
flask-appbuilder,sqlalchemy,critical,critical,4,,0
flask-appbuilder,sqlalchemy-utils,critical,unknown,4,,0
flask-cors,werkzeug,high,high,3,,0
