package,in_degree,out_degree,severity_max,cwe_list,cwe_count
together,1,0,unknown,"['CWE-200', 'CWE-73']",2
pysbd,1,0,unknown,[],0
replicate,1,0,unknown,[],0
psycopg-pool,1,0,unknown,[],0
opensearch-py,2,0,unknown,[],0
langchain-cohere,1,0,unknown,[],0
gptcache,1,0,unknown,[],0
schema,3,0,unknown,"['CWE-1333', 'CWE-20', 'CWE-347', 'CWE-434']",4
langchain-community,4,12,high,[],0
langchain-mistralai,2,0,unknown,[],0
langchain-aws,2,0,unknown,[],0
gpt4all,1,0,unknown,[],0
langsmith,3,0,unknown,[],0
eth-abi,0,21,medium,[],0
parsimonious,1,0,unknown,[],0
sphinx-autobuild,3,0,unknown,[],0
towncrier,5,0,unknown,[],0
bump_my_version,1,0,unknown,[],0
hypothesis,2,0,unknown,[],0
eth-typing,1,0,unknown,[],0
eth-hash,1,0,unknown,[],0
pytest-pythonpath,1,0,unknown,[],0
eth-utils,1,0,unknown,[],0
eventlet,1,9,medium,"['CWE-255', 'CWE-400', 'CWE-444']",3
greenlet,2,0,unknown,[],0
isort,5,0,unknown,[],0
pip-tools,3,0,unknown,[],0
commitizen,1,0,unknown,[],0
pyperclip,2,0,unknown,[],0
jsonschema-path,1,0,unknown,[],0
openapi-pydantic,1,0,unknown,[],0
cyclopts,1,0,unknown,[],0
exceptiongroup,4,0,unknown,[],0
py-key-value-aio,1,0,unknown,[],0
feast,1,143,high,[],0
grpcio-reflection,2,0,unknown,[],0
ray,3,47,critical,[],0
cython,3,0,unknown,[],0
toml,4,0,unknown,[],0
poetry-dynamic-versioning,1,0,unknown,[],0
milvus-lite,1,0,unknown,[],0
ikvpy,1,0,unknown,[],0
deltalake,2,0,unknown,[],0
python-keycloak,1,0,unknown,[],0
great_expectations,1,0,unknown,[],0
patchelf,1,0,high,['CWE-125'],1
google-cloud-datastore,1,0,unknown,[],0
moto,2,0,unknown,[],0
sqlite-vec,2,0,high,[],0
ibis-substrait,1,0,unknown,[],0
hazelcast-python-client,1,0,unknown,[],0
faiss-cpu,2,0,unknown,[],0
types-protobuf,1,0,unknown,[],0
types_psutil,1,0,unknown,[],0
hiredis,1,0,unknown,[],0
hatchling,2,0,unknown,[],0
googleapis-common-protos,2,0,unknown,[],0
flit_core,1,0,unknown,[],0
typeguard,2,0,unknown,[],0
pyodbc,2,0,unknown,[],0
uvicorn-worker,1,0,unknown,[],0
google-cloud-bigquery-storage,2,0,unknown,[],0
scikit-build-core,1,0,unknown,[],0
pytest-lazy-fixture,1,0,unknown,[],0
meson-python,2,0,unknown,[],0
virtualenv,6,24,high,"['CWE-22', 'CWE-77']",2
pybindgen,1,0,unknown,[],0
hatch-vcs,1,0,unknown,[],0
pytest-env,2,0,unknown,[],0
minio,1,0,unknown,[],0
gunicorn,3,9,high,[],0
pyspark,5,0,critical,"['CWE-200', 'CWE-269', 'CWE-287', 'CWE-294', 'CWE-306', 'CWE-312', 'CWE-502', 'CWE-74', 'CWE-77', 'CWE-78']",10
sqlglot,2,0,unknown,[],0
testcontainers,1,0,unknown,[],0
trino,2,0,unknown,[],0
cassandra-driver,1,0,unknown,[],0
dill,4,0,unknown,[],0
prometheus_client,3,0,unknown,[],0
codeflare-sdk,1,0,unknown,[],0
grpcio-testing,1,0,unknown,[],0
types-redis,1,0,unknown,[],0
mmh3,1,0,unknown,[],0
calver,1,0,unknown,[],0
datasets,4,0,unknown,[],0
poetry-core,1,0,unknown,[],0
google-cloud-bigtable,1,0,unknown,[],0
meson,1,0,unknown,[],0
types-pymysql,1,0,unknown,[],0
py,1,0,high,['CWE-400'],1
couchbase-columnar,1,0,unknown,[],0
happybase,1,0,unknown,[],0
timm,3,0,unknown,[],0
ibis-framework,1,45,critical,[],0
singlestoredb,1,0,unknown,[],0
pymssql,1,0,unknown,[],0
hatch-fancy-pypi-readme,1,0,unknown,[],0
aiobotocore,1,0,unknown,[],0
bigtree,1,0,unknown,[],0
assertpy,1,0,unknown,[],0
fastapi_mcp,1,0,unknown,[],0
pytest-ordering,1,0,unknown,[],0
tenacity,5,0,unknown,[],0
docling,1,0,unknown,[],0
fiona,1,15,critical,[],0
click-plugins,1,0,unknown,[],0
cligj,1,0,unknown,[],0
markupsafe,8,0,unknown,[],0
itsdangerous,5,0,unknown,[],0
prison,1,0,unknown,[],0
email-validator,3,0,unknown,[],0
marshmallow,1,0,moderate,['CWE-358'],1
marshmallow-sqlalchemy,1,0,unknown,[],0
flask-babel,1,0,unknown,[],0
apispec,1,0,unknown,[],0
flask-limiter,2,0,unknown,[],0
flask-jwt-extended,1,0,unknown,[],0
sqlalchemy-utils,1,0,unknown,[],0
flask-cors,1,2,high,[],0
fonttools,1,14,high,[],0
zopfli,1,0,unknown,[],0
pycairo,1,0,unknown,[],0
skia-pathops,1,0,unknown,[],0
sympy,4,0,unknown,[],0
uharfbuzz,1,0,unknown,[],0
unicodedata2,1,0,unknown,[],0
munkres,1,0,unknown,[],0
lz4,2,0,unknown,[],0
xattr,1,0,unknown,[],0
pytest-instafail,1,0,unknown,[],0
sphinx-autodoc-typehints,4,0,unknown,[],0
ddt,1,0,unknown,[],0
gitdb,1,0,unknown,[],0
gradio,1,32,critical,[],0
safehttpx,1,0,unknown,[],0
groovy,1,0,unknown,"['CWE-116', 'CWE-352', 'CWE-357', 'CWE-74', 'CWE-94', 'CWE-95']",6
ffmpy,1,0,unknown,[],0
audioop-lts,2,0,unknown,[],0
pydub,2,0,unknown,[],0
semantic-version,1,0,unknown,[],0
gradio-client,1,0,unknown,[],0
tornado,7,0,high,[],0
gevent,1,0,critical,[],0
setproctitle,3,0,unknown,[],0
hyperframe,2,0,unknown,[],0
hpack,1,0,high,['CWE-399'],1
homeassistant,0,50,high,['CWE-287'],1
psutil-home-assistant,1,0,unknown,[],0
awesomeversion,1,0,unknown,[],0
aiozoneinfo,1,0,unknown,[],0
lru-dict,1,0,unknown,[],0
zeroconf,1,0,unknown,[],0
voluptuous,1,0,unknown,[],0
aiohttp-asyncmdnsresolver,1,0,unknown,[],0
standard-aifc,1,0,unknown,[],0
hass-nabucasa,1,0,unknown,[],0
fnv-hash-fast,1,0,unknown,[],0
voluptuous-serialize,1,0,unknown,[],0
aiohttp_cors,2,0,unknown,[],0
async-interrupt,1,0,unknown,[],0
voluptuous-openapi,1,0,unknown,[],0
aiohasupervisor,1,0,unknown,[],0
python-slugify,2,0,unknown,[],0
ifaddr,1,0,unknown,[],0
ciso8601,1,0,unknown,[],0
ulid-transform,1,0,unknown,[],0
aiohttp-fast-zlib,1,0,unknown,[],0
standard-telnetlib,1,0,unknown,[],0
webrtc-models,1,0,unknown,[],0
cronsim,1,0,unknown,[],0
securetar,1,0,unknown,[],0
annotatedyaml,1,0,unknown,[],0
home-assistant-bluetooth,1,0,unknown,[],0
astral,1,0,unknown,[],0
atomicwrites-homeassistant,1,0,unknown,[],0
httpie,0,27,high,[],0
pip,3,0,medium,"['CWE-1284', 'CWE-1333', 'CWE-1357', 'CWE-190', 'CWE-20', 'CWE-200', 'CWE-22', 'CWE-287', 'CWE-303', 'CWE-319', 'CWE-352', 'CWE-367', 'CWE-427', 'CWE-444', 'CWE-502', 'CWE-601', 'CWE-77', 'CWE-78', 'CWE-791', 'CWE-807', 'CWE-829', 'CWE-94']",22
pytest-httpbin,1,0,unknown,[],0
flake8-mutable,1,0,unknown,[],0
charset-normalizer,3,0,unknown,[],0
flake8-tuple,1,0,unknown,[],0
flake8-deprecated,1,0,unknown,[],0
requests-toolbelt,1,0,unknown,[],0
defusedxml,3,0,unknown,[],0
flake8-comprehensions,1,0,unknown,[],0
pyproj,1,0,unknown,[],0
oracledb,2,0,unknown,[],0
parsy,1,0,unknown,[],0
pydruid,1,0,unknown,[],0
geopandas,1,0,unknown,[],0
db-dtypes,1,0,unknown,[],0
pins,1,0,unknown,[],0
atpublic,1,0,unknown,[],0
pyathena,1,0,unknown,[],0
impyla,1,0,unknown,[],0
pyarrow-hotfix,1,0,unknown,[],0
databricks-sql-connector-core,1,0,unknown,[],0
graphviz,3,0,unknown,[],0
psycopg2,1,0,unknown,[],0
pydata-google-auth,1,0,unknown,[],0
pandas-gbq,1,0,unknown,[],0
toolz,1,0,unknown,[],0
datafusion,1,0,unknown,[],0
pyexasol,1,0,unknown,[],0
geoarrow-types,1,0,unknown,[],0
babel,2,0,high,['CWE-22'],1
js2py,0,3,high,[],0
pyjsparser (,1,0,unknown,[],0
six (,1,0,unknown,[],0
tzlocal (,1,0,unknown,[],0
traitlets,3,0,unknown,[],0
myst-parser,5,0,unknown,[],0
pydata-sphinx-theme,5,0,unknown,[],0
intersphinx-registry,1,0,unknown,[],0
jupyter-lsp,1,2,high,[],0
jupyter_server,1,0,high,"['CWE-200', 'CWE-209', 'CWE-284', 'CWE-306', 'CWE-532', 'CWE-601', 'CWE-79']",7
importlib_metadata,4,0,unknown,[],0
jupyter-server,2,35,high,[],0
jupyter-client,1,0,unknown,[],0
sphinxcontrib-openapi,1,0,unknown,[],0
terminado,1,0,unknown,[],0
sphinxcontrib-github-alt,2,0,unknown,[],0
jupyter-server-terminals,1,0,unknown,[],0
nbformat,2,0,unknown,[],0
websocket-client,2,0,unknown,[],0
pytest-console-scripts,3,0,unknown,[],0
pytest-jupyter,2,0,unknown,[],0
nbconvert,2,0,moderate,['CWE-79'],1
overrides,1,0,unknown,[],0
jupyter-events,1,0,unknown,[],0
prometheus-client,4,0,unknown,[],0
send2trash,1,0,unknown,[],0
pywinpty,1,0,unknown,[],0
hatch,3,0,unknown,[],0
vega-datasets,1,0,unknown,[],0
sphinx-copybutton,3,0,unknown,[],0
jupyterlab-geojson,1,0,unknown,[],0
requests-cache,1,0,unknown,[],0
notebook-shim,2,0,unknown,[],0
async-lru,1,0,unknown,[],0
jinja2-time,1,0,unknown,[],0
pyyaml-include,1,0,unknown,[],0
altair,2,0,unknown,[],0
pytest-tornasync,2,0,unknown,[],0
jupyterlab-server,2,0,unknown,[],0
jsx-lexer,1,0,unknown,[],0
pytest-check-links,1,0,unknown,[],0
jupyterlab-language-pack-zh-cn,1,0,unknown,[],0
jwcrypto,0,2,medium,[],0
kedro,1,56,critical,['CWE-502'],1
requests_mock,1,0,unknown,[],0
mkdocs-material,2,0,unknown,[],0
behave,1,0,unknown,[],0
omegaconf,4,0,unknown,[],0
parse,1,0,unknown,[],0
jupyterlab_server,1,0,unknown,[],0
mkdocs-mermaid2-plugin,1,0,unknown,[],0
detect-secrets,1,0,unknown,[],0
more_itertools,3,0,unknown,[],0
jupyter,2,0,unknown,['CWE-22'],1
dynaconf,1,0,unknown,[],0
pluggy,3,0,unknown,[],0
mkdocs-autorefs,1,0,unknown,[],0
mkdocs-click,1,0,unknown,[],0
asv,1,0,unknown,[],0
cachetools,4,0,unknown,[],0
ipylab,1,0,unknown,[],0
mkdocs-get-deps,1,0,unknown,[],0
kedro-datasets,1,0,unknown,[],0
mkdocstrings-python,1,0,unknown,[],0
mkdocs,2,0,high,"['CWE-12', 'CWE-22']",2
kedro-telemetry,1,0,unknown,[],0
importlib_resources,1,0,unknown,[],0
mkdocstrings,2,0,unknown,[],0
notebook,1,21,high,[],0
mkdocs-material-extensions,2,0,unknown,[],0
griffe,2,0,unknown,[],0
import-linter,1,0,unknown,[],0
types-cachetools,1,0,unknown,[],0
keras,1,8,critical,[],0
namex,1,0,unknown,[],0
absl-py,1,0,unknown,[],0
optree,2,0,unknown,[],0
ml-dtypes,1,0,unknown,[],0
langchain-xai,1,0,unknown,[],0
langchain-model-profiles,1,0,unknown,[],0
langchain-perplexity,1,0,unknown,[],0
langchain-huggingface,1,0,unknown,[],0
langchain-deepseek,1,0,unknown,[],0
langchain-azure-ai,1,0,unknown,[],0
langchain-fireworks,1,0,unknown,[],0
langchain-google-genai,1,0,unknown,[],0
langchain-anthropic,1,0,unknown,[],0
langchain-ollama,1,0,unknown,[],0
langchain-groq,1,0,unknown,[],0
langgraph,2,0,unknown,[],0
langchain-core,5,7,medium,[],0
langchain-together,1,0,unknown,[],0
langchain-classic,1,0,unknown,[],0
dataclasses-json,3,0,unknown,[],0
httpx-sse,2,0,unknown,[],0
jsonpatch,2,0,unknown,[],0
langchain-experimental,0,2,critical,[],0
langchain-text-splitters,0,1,high,[],0
langgraph-checkpoint,1,2,high,[],0
ormsgpack,2,0,unknown,[],0
langgraph-checkpoint-sqlite,0,3,high,[],0
lightgbm,0,7,high,[],0
lightning,0,39,critical,[],0
lightning-utilities,2,0,unknown,[],0
pytorch-lightning,1,36,critical,[],0
pytest-random-order,2,0,unknown,[],0
onnxscript,2,0,unknown,[],0
onnxruntime,6,0,unknown,[],0
litdata,1,0,unknown,[],0
onnx,4,5,high,[],0
bitsandbytes,2,0,unknown,[],0
torchmetrics,2,0,unknown,[],0
tensorboardx,3,0,unknown,[],0
hydra-core,2,0,unknown,[],0
jsonargparse,2,0,unknown,[],0
fastuuid,1,0,unknown,[],0
litellm-enterprise,1,0,unknown,[],0
semantic-router,1,0,unknown,[],0
mlflow,2,43,critical,['CWE-79'],1
numpydoc,2,0,unknown,[],0
prisma,1,0,unknown,[],0
litellm-proxy-extras,1,0,unknown,[],0
apscheduler,2,0,unknown,[],0
pynacl,3,0,unknown,[],0
fastapi-sso,1,0,unknown,[],0
rq,2,0,unknown,[],0
azure-keyvault-secrets,1,0,unknown,[],0
soundfile,4,0,unknown,[],0
backoff,2,0,unknown,[],0
tiktoken,9,0,unknown,[],0
google-cloud-kms,1,0,unknown,[],0
google-cloud-iam,1,0,unknown,[],0
resend,1,0,unknown,[],0
litestar,2,38,high,[],0
valkey,1,0,unknown,[],0
advanced-alchemy,1,0,unknown,[],0
annotated-types,2,0,unknown,[],0
minijinja,1,0,unknown,[],0
fast-query-parsers,1,0,unknown,[],0
msgspec,3,0,unknown,[],0
polyfactory,1,0,unknown,[],0
picologging,1,0,unknown,[],0
litestar-htmx,1,0,unknown,[],0
importlib-resources,3,0,unknown,[],0
multipart,1,0,unknown,"['CWE-1333', 'CWE-400', 'CWE-770', 'CWE-918']",4
mako,1,0,high,"['CWE-1333', 'CWE-79']",2
piccolo,1,0,critical,"['CWE-203', 'CWE-204', 'CWE-89']",3
jsbeautifier,1,0,unknown,[],0
pydantic-extra-types,2,0,unknown,[],0
opentelemetry-instrumentation-asgi,1,0,unknown,[],0
rich-click,1,0,unknown,[],0
llama-index,0,8,critical,[],0
llama-index-indices-managed-llama-cloud,1,0,unknown,[],0
llama-index-readers-file,1,0,unknown,[],0
llama-index-core,2,28,critical,[],0
llama-index-readers-llama-parse,1,0,unknown,[],0
llama-index-embeddings-openai,2,0,unknown,[],0
llama-index-cli,1,3,high,[],0
llama-index-llms-openai,2,0,unknown,[],0
deprecated,1,0,unknown,[],0
filetype,4,0,unknown,[],0
typing-inspect,1,0,unknown,[],0
dirtyjson,1,0,unknown,[],0
banks,1,0,unknown,[],0
wrapt,2,0,unknown,[],0
llama-index-workflows,1,0,unknown,[],0
lxml-html-clean,0,1,high,[],0
mammoth,0,1,medium,[],0
cobble,1,0,unknown,[],0
sse-starlette,1,0,unknown,[],0
meraki,0,7,high,[],0
mitmproxy,0,27,high,[],0
pydivert,1,0,unknown,[],0
zstandard,4,0,unknown,[],0
ldap3,2,0,unknown,[],0
urwid,1,0,unknown,[],0
wsproto,2,0,unknown,[],0
mitmproxy-rs,1,0,unknown,[],0
publicsuffix2,1,0,unknown,[],0
kaitaistruct,1,0,unknown,[],0
requests-auth-aws-sigv4,1,0,unknown,[],0
watchfiles,3,0,unknown,[],0
databricks-agents,1,0,unknown,[],0
azureml-core,1,0,unknown,[],0
mlflow-tracing,1,0,unknown,[],0
pysftp,1,0,unknown,[],0
mlflow-dbstore,1,0,unknown,[],0
mlflow-jfrog-plugin,1,0,unknown,[],0
mlflow-skinny,1,0,unknown,[],0
azure-storage-file-datalake,1,0,unknown,[],0
graphene,2,0,unknown,[],0
prometheus-flask-exporter,1,0,unknown,[],0
mlserver-mlflow,1,0,unknown,[],0
mlserver,1,0,unknown,[],0
huey,2,0,unknown,[],0
slowapi,1,0,unknown,[],0
aliyunstoreplugin,1,0,unknown,[],0
opentelemetry-exporter-otlp-proto-http,1,0,unknown,[],0
opentelemetry-api,4,0,unknown,[],0
python-crfsuite,1,0,unknown,[],0
twython,1,0,unknown,[],0
joblib,3,0,critical,['CWE-94'],1
nbval,3,0,unknown,[],0
nbsphinx,1,0,unknown,[],0
num2words,1,1,critical,[],0
docopt,1,0,unknown,[],0
ml_dtypes,1,0,unknown,[],0
open-webui,0,102,high,"['CWE-352', 'CWE-79']",2
fpdf2,1,0,unknown,[],0
azure-ai-documentintelligence,1,0,unknown,[],0
ftfy,2,0,unknown,[],0
starlette-compress,1,0,unknown,[],0
faster-whisper,1,0,unknown,[],0
colbert-ai,1,0,unknown,[],0
peewee-migrate,1,0,unknown,[],0
restrictedpython,1,4,high,"['CWE-1336', 'CWE-200', 'CWE-74', 'CWE-843', 'CWE-913']",5
docx2txt,1,0,unknown,[],0
rapidocr-onnxruntime,1,0,unknown,[],0
pypandoc,2,0,unknown,[],0
pyxlsb,1,0,unknown,[],0
pytest-docker,1,0,unknown,[],0
opencv-python-headless,3,1,high,[],0
gcp-storage-emulator,1,0,unknown,[],0
aiocache,1,0,unknown,[],0
validators,1,0,high,['CWE-835'],1
psycopg2-binary,1,0,unknown,[],0
starsessions,1,0,unknown,[],0
pymdown-extensions,1,0,high,['CWE-22'],1
pycrdt,1,0,unknown,[],0
peewee,1,0,unknown,[],0
youtube-transcript-api,1,0,unknown,[],0
loguru,2,0,moderate,"['CWE-269', 'CWE-532']",2
python-socketio,1,7,medium,['CWE-502'],1
pytube,1,0,unknown,[],0
opencv-contrib-python,0,1,high,[],0
opencv-contrib-python-headless,0,1,high,[],0
openexr,0,2,high,['CWE-120'],1
paddlepaddle,1,8,critical,[],0
opt-einsum,2,0,unknown,[],0
paramiko,0,7,medium,[],0
invoke,1,0,unknown,"['CWE-22', 'CWE-26', 'CWE-276', 'CWE-287', 'CWE-351', 'CWE-434', 'CWE-502', 'CWE-77', 'CWE-78', 'CWE-94']",10
pyasn1,3,0,unknown,[],0
pdoc,0,4,high,[],0
markdown2,2,0,high,"['CWE-1333', 'CWE-79']",2
pg8000,0,2,high,[],0
scramp,2,0,unknown,[],0
olefile,1,0,unknown,[],0
check-manifest,1,0,unknown,[],0
arro3-core,1,0,unknown,[],0
nanoarrow,1,0,unknown,[],0
sphinxext-opengraph,2,0,unknown,[],0
trove-classifiers,1,0,unknown,[],0
furo,7,0,unknown,[],0
pyroma,1,0,unknown,[],0
arro3-compute,1,0,unknown,[],0
prefect,0,78,high,[],0
pydocket,1,0,unknown,[],0
asgi-lifespan,1,0,unknown,[],0
sniffio,1,0,unknown,[],0
prefect-kubernetes,1,0,unknown,[],0
prefect-snowflake,1,0,unknown,[],0
semver,1,0,unknown,[],0
pendulum,2,0,unknown,[],0
prefect-sqlalchemy,1,0,unknown,[],0
prefect-shell,1,0,unknown,[],0
opentelemetry-instrumentation,1,0,high,['CWE-400'],1
jinja2-humanize-extension,1,0,unknown,[],0
pydantic-core,2,0,unknown,[],0
prefect-gcp,1,0,unknown,[],0
opentelemetry-instrumentation-logging,1,0,unknown,[],0
prefect-databricks,1,0,unknown,[],0
coolname,1,0,unknown,[],0
prefect-dask,1,0,unknown,[],0
prefect-ray,1,0,unknown,[],0
whenever,1,0,unknown,"['CWE-20', 'CWE-502']",2
prefect-slack,1,0,unknown,[],0
prefect-email,1,0,unknown,[],0
prefect-aws,1,0,unknown,[],0
rfc3339-validator,1,0,unknown,[],0
opentelemetry-test-utils,1,0,unknown,[],0
prefect-docker,1,0,unknown,[],0
prefect-github,1,0,unknown,[],0
apprise,1,0,high,"['CWE-400', 'CWE-730']",2
prefect-azure,1,0,unknown,[],0
readchar,1,0,unknown,[],0
ruamel-yaml,1,0,unknown,[],0
prefect-redis,1,0,unknown,[],0
prefect-gitlab,1,0,unknown,[],0
prefect-bitbucket,1,0,unknown,[],0
prefect-dbt,1,0,unknown,[],0
pycares,0,2,medium,['CWE-416'],1
pydrive2,0,17,low,[],0
pyinstaller,2,12,high,"['CWE-379', 'CWE-732', 'CWE-94']",3
oauth2client,1,0,unknown,[],0
appdirs,2,0,unknown,[],0
flake8-docstrings,1,0,unknown,[],0
pefile,1,0,unknown,[],0
macholib,1,0,unknown,[],0
pyinstaller-hooks-contrib,1,0,unknown,[],0
pywin32-ctypes,1,0,unknown,[],0
execnet,1,0,unknown,[],0
altgraph,1,0,unknown,[],0
argcomplete,1,0,unknown,[],0
zope.interface,1,0,unknown,[],0
pymatgen,1,40,critical,['CWE-77'],1
pyzeo,1,0,unknown,[],0
fdint,1,0,unknown,[],0
seekpath,1,0,unknown,[],0
tblite,1,0,unknown,[],0
f90nml,1,0,unknown,[],0
netcdf4,1,0,unknown,[],0
spglib,1,0,unknown,[],0
galore,1,0,unknown,[],0
monty,1,0,unknown,[],0
bibtexparser,1,0,unknown,[],0
palettable,1,0,unknown,[],0
moyopy,1,0,unknown,[],0
ase,1,0,unknown,[],0
chemview,1,0,unknown,[],0
hiphive,1,0,unknown,[],0
matcalc,1,0,unknown,[],0
jarvis-tools,1,0,unknown,[],0
numba,3,0,unknown,[],0
pymatgen-analysis-alloys,1,0,unknown,[],0
matgl,1,0,unknown,[],0
phonopy,1,0,unknown,[],0
pyxtal,1,0,unknown,[],0
uncertainties,1,0,unknown,[],0
vtk,1,0,high,"['CWE-400', 'CWE-476']",2
service-identity,3,0,unknown,[],0
sphinxcontrib-shellcheck,1,0,unknown,[],0
pykerberos,1,0,critical,['CWE-287'],1
pymongocrypt,1,0,unknown,[],0
winkerberos,1,0,unknown,[],0
pymongo-auth-aws,1,0,unknown,[],0
readthedocs-sphinx-search,1,0,moderate,['CWE-79'],1
python-snappy,1,0,unknown,[],0
myst_parser,1,0,unknown,[],0
pytest-socket,1,0,unknown,[],0
flit,1,0,unknown,[],0
pycryptodome,2,0,high,[],0
rsa,1,0,high,"['CWE-20', 'CWE-327', 'CWE-347', 'CWE-385']",4
pycrypto,1,0,critical,"['CWE-119', 'CWE-326', 'CWE-332']",3
pyasn1_modules,1,0,unknown,[],0
python-openstackclient,0,11,medium,[],0
stevedore,2,0,unknown,[],0
pbr,1,0,unknown,[],0
python-keystoneclient,1,0,critical,"['CWE-1188', 'CWE-200', 'CWE-295', 'CWE-324', 'CWE-326', 'CWE-345', 'CWE-522']",7
oslo.i18n,1,0,unknown,[],0
cliff,1,0,unknown,[],0
openstacksdk,1,0,unknown,[],0
python-cinderclient,1,0,unknown,[],0
iso8601,1,0,unknown,[],0
osc-lib,1,0,unknown,[],0
bidict,1,0,unknown,[],0
python-engineio,1,0,high,['CWE-352'],1
fastembed,1,0,unknown,[],0
fastembed-gpu,1,0,unknown,[],0
qiskit,1,17,critical,['CWE-502'],1
rustworkx,1,0,unknown,[],0
pydot,1,0,unknown,[],0
symengine,1,0,unknown,[],0
pylatexenc,1,0,unknown,[],0
python-constraint,1,0,unknown,[],0
z3-solver,1,0,unknown,[],0
qiskit-qasm3-import,1,0,unknown,[],0
seaborn,3,0,unknown,[],0
quart,2,12,medium,[],0
smart_open,1,0,unknown,[],0
gymnasium,1,0,unknown,[],0
jsonref,1,0,unknown,[],0
dm_tree,1,0,unknown,[],0
cupy-cuda12x,1,0,unknown,[],0
colorful,1,0,unknown,[],0
opencensus,1,0,unknown,[],0
hf_transfer,2,0,unknown,[],0
ray-cpp,1,0,unknown,[],0
py-spy,2,0,unknown,[],0
opentelemetry-proto,2,0,unknown,[],0
nixl,1,0,unknown,[],0
memray,1,0,unknown,[],0
opentelemetry-exporter-prometheus,1,0,unknown,[],0
vllm,1,69,critical,['CWE-354'],1
red-discordbot,0,77,medium,[],0
aiohttp-json-rpc,1,0,unknown,[],0
sphinxcontrib-serializinghtml,1,0,unknown,[],0
sphinxcontrib-trio,1,0,unknown,[],0
alabaster,1,0,unknown,[],0
sphinx-prompt,2,0,unknown,[],0
red-commons,1,0,unknown,[],0
mccabe,1,0,unknown,[],0
sphinxcontrib-qthelp,1,0,unknown,[],0
sphinxcontrib-jquery,1,0,unknown,[],0
zipp,1,18,medium,[],0
discord-py,1,0,unknown,[],0
sphinxcontrib-devhelp,1,0,unknown,[],0
apsw,1,0,unknown,[],0
sphinxcontrib-htmlhelp,1,0,unknown,[],0
markdown-it-py,1,0,high,['CWE-173'],1
astroid,1,0,unknown,[],0
sphinxcontrib-applehelp,1,0,unknown,[],0
sphinxcontrib-jsmath,1,0,unknown,[],0
red-lavalink,1,0,unknown,[],0
mdurl,1,0,unknown,[],0
iniconfig,1,0,unknown,[],0
imagesize,1,0,unknown,[],0
redshift-connector,0,11,high,[],0
rembg,0,31,high,[],0
bandit,1,0,unknown,[],0
scikit-image,2,0,unknown,[],0
pymatting,1,0,unknown,[],0
pooch,2,0,unknown,[],0
asyncer,1,0,unknown,[],0
onnxruntime-rocm,1,0,unknown,[],0
imagehash,2,0,unknown,[],0
onnxruntime-gpu,1,0,unknown,[],0
pysocks,2,0,unknown,[],0
rpyc,0,1,high,[],0
sagemaker,1,77,high,['CWE-78'],1
mypy-boto3-s3,1,0,unknown,[],0
fabric,1,0,moderate,['CWE-59'],1
stopit,1,0,unknown,[],0
tensorflow,2,0,critical,"['CWE-119', 'CWE-120', 'CWE-122', 'CWE-125', 'CWE-1284', 'CWE-131', 'CWE-134', 'CWE-190', 'CWE-191', 'CWE-193', 'CWE-197', 'CWE-20', 'CWE-252', 'CWE-345', 'CWE-354', 'CWE-367', 'CWE-369', 'CWE-400', 'CWE-401', 'CWE-415', 'CWE-416', 'CWE-471', 'CWE-475', 'CWE-476', 'CWE-502', 'CWE-617', 'CWE-662', 'CWE-665', 'CWE-667', 'CWE-668', 'CWE-670', 'CWE-674', 'CWE-681', 'CWE-682', 'CWE-697', 'CWE-704', 'CWE-754', 'CWE-755', 'CWE-770', 'CWE-78', 'CWE-787', 'CWE-824', 'CWE-835', 'CWE-843', 'CWE-908', 'CWE-94']",46
contextlib2,1,0,unknown,[],0
pyvis,1,0,unknown,[],0
sagemaker-schema-inference-artifacts,1,0,unknown,[],0
sagemaker-mlflow,1,0,unknown,[],0
tblib,1,0,unknown,[],0
sagemaker-feature-store-pyspark-3-3,1,0,unknown,[],0
google-pasta,1,0,unknown,[],0
mypy-boto3-redshift-data,1,0,unknown,[],0
pathos,1,0,unknown,[],0
tritonclient,1,0,unknown,[],0
sagemaker-core,1,0,unknown,[],0
awslogs,1,0,unknown,[],0
smdebug-rulesconfig,1,0,unknown,[],0
mypy-boto3-appflow,1,0,unknown,[],0
sagemaker-experiments,1,0,unknown,[],0
lexicon,1,0,unknown,[],0
mypy-boto3-rds,1,0,unknown,[],0
scapy,0,7,medium,[],0
pyx,1,0,unknown,['CWE-94'],1
sphinx-gallery,1,0,unknown,[],0
sphinx-design,1,0,unknown,[],0
pyamg,1,0,unknown,[],0
conda-lock,1,0,unknown,[],0
sphinx-remove-toctrees,1,0,unknown,[],0
sphinxcontrib-sass,1,0,unknown,[],0
scrapy,0,18,high,"['CWE-200', 'CWE-522']",2
pydispatcher,1,0,unknown,[],0
tldextract,1,0,unknown,[],0
queuelib,1,0,unknown,[],0
protego,1,0,unknown,[],0
itemloaders,1,0,unknown,[],0
parsel,1,0,unknown,[],0
zope-interface,2,0,unknown,[],0
twisted,1,39,medium,[],0
w3lib,1,0,unknown,[],0
pypydispatcher,1,0,unknown,[],0
itemadapter,1,0,unknown,[],0
sentry-sdk,0,51,low,[],0
apache-beam,1,0,unknown,[],0
falcon,1,0,unknown,[],0
