package,severity_max,cwe_list,cwe_count
modelscope,unknown,[],0
monty,unknown,[],0
more-itertools,unknown,[],0
more_itertools,unknown,[],0
morefs,unknown,[],0
moto,unknown,[],0
moviepy,unknown,[],0
moyopy,unknown,[],0
mpi4py,unknown,[],0
mpmath,high,['CWE-770'],1
msal,unknown,[],0
msal-extensions,unknown,[],0
msgpack,unknown,[],0
msgspec,unknown,[],0
msoffcrypto-tool,unknown,[],0
multidict,unknown,[],0
multimethod,unknown,[],0
multipart,unknown,"['CWE-1333', 'CWE-400', 'CWE-770', 'CWE-918']",4
multiprocess,unknown,[],0
munkres,unknown,[],0
mup,unknown,[],0
mutagen,unknown,[],0
mypy,unknown,[],0
mypy-boto3-appflow,unknown,[],0
mypy-boto3-rds,unknown,[],0
mypy-boto3-redshift-data,unknown,[],0
mypy-boto3-s3,unknown,[],0
mypy-extensions,unknown,[],0
mypy-protobuf,unknown,[],0
mypy-zope,unknown,[],0
mysql-connector-python,high,[],0
mysqlclient,unknown,[],0
myst-parser,unknown,[],0
myst_parser,unknown,[],0
namex,unknown,[],0
nanoarrow,unknown,[],0
natten,unknown,[],0
nbconvert,moderate,['CWE-79'],1
nbformat,unknown,[],0
nbsphinx,unknown,[],0
nbval,unknown,[],0
neo4j,unknown,[],0
nest-asyncio,unknown,[],0
netcdf4,unknown,[],0
networkx,unknown,[],0
neural-compressor,unknown,[],0
newspaper4k,unknown,[],0
ninja,unknown,[],0
nixl,unknown,[],0
nltk,high,"['CWE-400', 'CWE-502']",2
notebook,high,[],0
notebook-shim,unknown,[],0
notion-client,unknown,[],0
nox,unknown,[],0
num2words,critical,[],0
numba,unknown,[],0
numpy,critical,"['CWE-120', 'CWE-20', 'CWE-476', 'CWE-502', 'CWE-59', 'CWE-697', 'CWE-835']",7
numpydoc,unknown,[],0
nvidia-cublas-cu12,unknown,[],0
nvidia-cuda-cupti-cu12,unknown,[],0
nvidia-cuda-nvrtc-cu12,unknown,[],0
nvidia-cuda-runtime-cu12,unknown,[],0
nvidia-cudnn-cu12,unknown,[],0
nvidia-cufft-cu12,unknown,[],0
nvidia-cufile-cu12,unknown,[],0
nvidia-curand-cu12,unknown,[],0
nvidia-cusolver-cu12,unknown,[],0
nvidia-cusparse-cu12,unknown,[],0
nvidia-cusparselt-cu12,unknown,[],0
nvidia-cutlass-dsl,unknown,[],0
nvidia-ml-py,unknown,[],0
nvidia-nccl-cu12,unknown,[],0
nvidia-nvjitlink-cu12,unknown,[],0
nvidia-nvshmem-cu12,unknown,[],0
nvidia-nvtx-cu12,unknown,[],0
oauth2client,unknown,[],0
objgraph,unknown,[],0
oci,unknown,[],0
olefile,unknown,[],0
ollama,unknown,[],0
omegaconf,unknown,[],0
onnx,high,[],0
onnxconverter-common,unknown,[],0
onnxruntime,unknown,[],0
onnxruntime-gpu,unknown,[],0
onnxruntime-rocm,unknown,[],0
onnxruntime-tools,unknown,[],0
onnxscript,unknown,[],0
open-webui,high,"['CWE-352', 'CWE-79']",2
openai,unknown,[],0
openai-harmony,unknown,[],0
openapi-pydantic,unknown,[],0
opencensus,unknown,[],0
opencv-contrib-python,high,[],0
opencv-contrib-python-headless,high,[],0
opencv-python,high,[],0
opencv-python-headless,high,[],0
openexr,high,['CWE-120'],1
openfeature-sdk,unknown,[],0
openlit,unknown,[],0
openpyxl,moderate,['CWE-611'],1
opensearch-py,unknown,[],0
openstacksdk,unknown,[],0
opentelemetry-api,unknown,[],0
opentelemetry-distro,unknown,[],0
opentelemetry-exporter-otlp,unknown,[],0
opentelemetry-exporter-otlp-proto-grpc,unknown,[],0
opentelemetry-exporter-otlp-proto-http,unknown,[],0
opentelemetry-exporter-prometheus,unknown,[],0
opentelemetry-instrumentation,high,['CWE-400'],1
opentelemetry-instrumentation-asgi,unknown,[],0
opentelemetry-instrumentation-logging,unknown,[],0
opentelemetry-proto,unknown,[],0
opentelemetry-sdk,unknown,[],0
opentelemetry-test-utils,unknown,[],0
opt-einsum,unknown,[],0
optax,unknown,[],0
optimum-benchmark,unknown,[],0
optree,unknown,[],0
optuna,unknown,[],0
oracledb,unknown,[],0
orderly-set,unknown,[],0
orjson,high,[],0
ormsgpack,unknown,[],0
osc-lib,unknown,[],0
oslo.i18n,unknown,[],0
outlines,unknown,[],0
outlines_core,unknown,[],0
overrides,unknown,[],0
oxylabs,unknown,[],0
packaging,unknown,[],0
paddlepaddle,critical,[],0
palettable,unknown,[],0
pandas,low,"['CWE-862', 'CWE-94']",2
pandas-gbq,unknown,[],0
pandas-stubs,unknown,[],0
parallel-web,unknown,[],0
parameterized,unknown,[],0
paramiko,medium,[],0
parse,unknown,[],0
parsel,unknown,[],0
parsimonious,unknown,[],0
parsy,unknown,[],0
partial-json-parser,unknown,[],0
partial_json_parser,unknown,[],0
patchelf,high,['CWE-125'],1
patchright,unknown,[],0
pathlib2,unknown,[],0
pathos,unknown,[],0
pathspec,unknown,[],0
pbr,unknown,[],0
pdf2image,unknown,[],0
pdfminer.six,high,"['CWE-502', 'CWE-915']",2
pdoc,high,[],0
peewee,unknown,[],0
peewee-migrate,unknown,[],0
pefile,unknown,[],0
pendulum,unknown,[],0
percy,unknown,[],0
petit-kernel,unknown,[],0
pexpect,unknown,[],0
pg8000,high,[],0
pgvector,unknown,[],0
phik,unknown,[],0
phonemizer,unknown,[],0
phonopy,unknown,[],0
pi_heif,unknown,[],0
piccolo,critical,"['CWE-203', 'CWE-204', 'CWE-89']",3
picologging,unknown,[],0
pikepdf,high,['CWE-611'],1
pillow,critical,[],0
pinecone,unknown,[],0
pins,unknown,[],0
pip,medium,"['CWE-1284', 'CWE-1333', 'CWE-1357', 'CWE-190', 'CWE-20', 'CWE-200', 'CWE-22', 'CWE-287', 'CWE-303', 'CWE-319', 'CWE-352', 'CWE-367', 'CWE-427', 'CWE-444', 'CWE-502', 'CWE-601', 'CWE-77', 'CWE-78', 'CWE-791', 'CWE-807', 'CWE-829', 'CWE-94']",22
pip-tools,unknown,[],0
platformdirs,unknown,[],0
playwright,unknown,[],0
plotly,unknown,[],0
plotly-cloud,unknown,[],0
pluggy,unknown,[],0
plumbum,unknown,[],0
poetry-core,unknown,[],0
poetry-dynamic-versioning,unknown,[],0
polars,unknown,[],0
polyfactory,unknown,[],0
pooch,unknown,[],0
portalocker,unknown,[],0
portkey-ai,unknown,[],0
posthog,unknown,[],0
pre-commit,unknown,[],0
prefect,high,[],0
prefect-aws,unknown,[],0
prefect-azure,unknown,[],0
prefect-bitbucket,unknown,[],0
prefect-dask,unknown,[],0
prefect-databricks,unknown,[],0
prefect-dbt,unknown,[],0
prefect-docker,unknown,[],0
prefect-email,unknown,[],0
prefect-gcp,unknown,[],0
prefect-github,unknown,[],0
prefect-gitlab,unknown,[],0
prefect-kubernetes,unknown,[],0
prefect-ray,unknown,[],0
prefect-redis,unknown,[],0
prefect-shell,unknown,[],0
prefect-slack,unknown,[],0
prefect-snowflake,unknown,[],0
prefect-sqlalchemy,unknown,[],0
pretend,unknown,[],0
prettytable,unknown,[],0
priority,moderate,['CWE-770'],1
prisma,unknown,[],0
prison,unknown,[],0
prometheus-client,unknown,[],0
prometheus-fastapi-instrumentator,unknown,[],0
prometheus-flask-exporter,unknown,[],0
prometheus_client,unknown,[],0
propcache,unknown,[],0
proselint,unknown,[],0
protego,unknown,[],0
protobuf,high,[],0
proxy.py,high,"['CWE-287', 'CWE-480', 'CWE-697']",3
psutil,high,['CWE-415'],1
psutil-home-assistant,unknown,[],0
psycopg,unknown,[],0
psycopg-binary,unknown,[],0
psycopg-pool,unknown,[],0
psycopg2,unknown,[],0
psycopg2-binary,unknown,[],0
publicsuffix2,unknown,[],0
pure_eval,unknown,[],0
py,high,['CWE-400'],1
py-cpuinfo,unknown,[],0
py-key-value-aio,unknown,[],0
py-spy,unknown,[],0
pyamg,unknown,[],0
pyarrow,critical,[],0
pyarrow-hotfix,unknown,[],0
pyasn1,unknown,[],0
pyasn1_modules,unknown,[],0
pyathena,unknown,[],0
pybase64,unknown,[],0
pybindgen,unknown,[],0
pycairo,unknown,[],0
pycares,medium,['CWE-416'],1
pycrdt,unknown,[],0
pycrypto,critical,"['CWE-119', 'CWE-326', 'CWE-332']",3
pycryptodome,high,[],0
pycryptodomex,high,[],0
pyctcdecode,unknown,[],0
pydantic,medium,['CWE-835'],1
pydantic-ai,unknown,[],0
pydantic-core,unknown,[],0
pydantic-extra-types,unknown,[],0
pydantic-settings,unknown,[],0
pydata-google-auth,unknown,[],0
pydata-sphinx-theme,unknown,[],0
pydeck,unknown,[],0
pydispatcher,unknown,[],0
pydivert,unknown,[],0
pydocket,unknown,[],0
pydoctor,unknown,[],0
pydot,unknown,[],0
pydrive2,low,[],0
pydruid,unknown,[],0
pydub,unknown,[],0
pydyf,unknown,[],0
pyenchant,unknown,[],0
pyerfa,unknown,[],0
pyexasol,unknown,[],0
pyflakes,unknown,[],0
pygithub,unknown,[],0
pygments,critical,"['CWE-400', 'CWE-434', 'CWE-78', 'CWE-835']",4
pygments-github-lexers,unknown,[],0
pygobject,unknown,[],0
pyhamcrest,unknown,[],0
pyhanko,unknown,[],0
pyhanko-certvalidator,unknown,[],0
pyinstaller,high,"['CWE-379', 'CWE-732', 'CWE-94']",3
pyinstaller-hooks-contrib,unknown,[],0
pyinstrument,unknown,[],0
pyjsparser (,unknown,[],0
pyjwt,low,[],0
pykerberos,critical,['CWE-287'],1
pylance,unknown,[],0
pylatexenc,unknown,[],0
pylint,unknown,[],0
pylons-sphinx-themes,unknown,[],0
pymatgen,critical,['CWE-77'],1
pymatgen-analysis-alloys,unknown,[],0
pymatting,unknown,[],0
pymdown-extensions,high,['CWE-22'],1
pymemcache,unknown,[],0
pymilvus,unknown,[],0
pymongo,medium,[],0
pymongo-auth-aws,unknown,[],0
pymongocrypt,unknown,[],0
pymssql,unknown,[],0
pymysql,critical,[],0
pynacl,unknown,[],0
pyobjc,unknown,[],0
pyobjc-core,unknown,[],0
pyobjc-framework-cfnetwork,unknown,[],0
pyobjc-framework-cocoa,unknown,[],0
pyodbc,unknown,[],0
pyopenssl,high,"['CWE-20', 'CWE-401', 'CWE-404', 'CWE-416']",4
pyotp,unknown,[],0
pypandoc,unknown,[],0
pyparsing,unknown,[],0
pypdf,medium,[],0
pypdf2,moderate,"['CWE-407', 'CWE-835']",2
pyperclip,unknown,[],0
pyphen,unknown,[],0
pyproj,unknown,[],0
pyproject-hooks,unknown,[],0
pypydispatcher,unknown,[],0
pyright,unknown,[],0
pyroma,unknown,[],0
pysbd,unknown,[],0
pyserial,unknown,[],0
pysftp,unknown,[],0
pysocks,unknown,[],0
pyspark,critical,"['CWE-200', 'CWE-269', 'CWE-287', 'CWE-294', 'CWE-306', 'CWE-312', 'CWE-502', 'CWE-74', 'CWE-77', 'CWE-78']",10
pytest,unknown,[],0
pytest-astropy,unknown,[],0
pytest-astropy-header,unknown,[],0
pytest-asyncio,unknown,[],0
pytest-benchmark,unknown,[],0
pytest-check-links,unknown,[],0
pytest-checkdocs,unknown,[],0
pytest-console-scripts,unknown,[],0
pytest-cov,unknown,[],0
pytest-django,unknown,[],0
pytest-docker,unknown,[],0
pytest-doctestplus,unknown,[],0
pytest-enabler,unknown,[],0
pytest-env,unknown,[],0
pytest-forked,unknown,[],0
pytest-freezer,unknown,[],0
pytest-home,unknown,[],0
pytest-httpbin,unknown,[],0
pytest-ignore-flaky,unknown,[],0
pytest-instafail,unknown,[],0
pytest-json-report-wip,unknown,[],0
pytest-jupyter,unknown,[],0
pytest-lazy-fixture,unknown,[],0
pytest-metadata,unknown,[],0
pytest-mock,unknown,[],0
pytest-mypy,unknown,[],0
pytest-order,unknown,[],0
pytest-ordering,unknown,[],0
pytest-perf,unknown,[],0
pytest-pythonpath,unknown,[],0
pytest-random-order,unknown,[],0
pytest-randomly,unknown,[],0
pytest-rerunfailures,unknown,[],0
pytest-rich,unknown,[],0
pytest-ruff,unknown,[],0
pytest-socket,unknown,[],0
pytest-subprocess,unknown,[],0
pytest-sugar,unknown,[],0
pytest-timeout,unknown,[],0
pytest-tornasync,unknown,[],0
pytest-trio,unknown,[],0
pytest-watch,unknown,[],0
pytest-xdist,unknown,[],0
python-bidi,unknown,[],0
python-cinderclient,unknown,[],0
python-constraint,unknown,[],0
python-crfsuite,unknown,[],0
python-dateutil,unknown,[],0
python-docx,high,['CWE-611'],1
python-dotenv,unknown,[],0
python-engineio,high,['CWE-352'],1
python-iso639,unknown,[],0
python-jose,critical,"['CWE-269', 'CWE-327', 'CWE-361', 'CWE-400']",4
python-json-logger,unknown,[],0
python-keycloak,unknown,[],0
python-keystoneclient,critical,"['CWE-1188', 'CWE-200', 'CWE-295', 'CWE-324', 'CWE-326', 'CWE-345', 'CWE-522']",7
python-ldap,medium,"['CWE-116', 'CWE-1333', 'CWE-170', 'CWE-75', 'CWE-843']",5
python-magic,unknown,[],0
python-multipart,high,['CWE-770'],1
python-openstackclient,medium,[],0
python-oxmsg,unknown,[],0
python-pkcs11,unknown,[],0
python-pptx,unknown,[],0
python-slugify,unknown,[],0
python-snappy,unknown,[],0
python-socketio,medium,['CWE-502'],1
python-subunit,unknown,[],0
pytokens,unknown,[],0
pytorch-lightning,critical,[],0
pytube,unknown,[],0
pytz,unknown,[],0
pytzdata,unknown,[],0
pyupgrade,unknown,[],0
pyvis,unknown,[],0
pywin32,high,['CWE-190'],1
pywin32-ctypes,unknown,[],0
pywinpty,unknown,[],0
pyx,unknown,['CWE-94'],1
pyxlsb,unknown,[],0
pyxtal,unknown,[],0
pyyaml,critical,"['CWE-20', 'CWE-502']",2
pyyaml-include,unknown,[],0
pyzeo,unknown,[],0
pyzmq,unknown,[],0
qdrant-client,critical,[],0
qiskit,critical,['CWE-502'],1
qiskit-qasm3-import,unknown,[],0
qtorch,unknown,[],0
quart,medium,[],0
quart-trio,unknown,[],0
questionary,unknown,[],0
queuelib,unknown,[],0
rank-bm25,unknown,[],0
rapidfuzz,unknown,[],0
rapidocr-onnxruntime,unknown,[],0
rapidocr_onnxruntime,unknown,[],0
ray,critical,[],0
ray-cpp,unknown,[],0
readability-lxml,unknown,[],0
readchar,unknown,[],0
readme-renderer,unknown,[],0
readthedocs-sphinx-search,moderate,['CWE-79'],1
recommonmark,unknown,[],0
red-commons,unknown,[],0
red-discordbot,medium,[],0
red-lavalink,unknown,[],0
redis,high,"['CWE-193', 'CWE-459']",2
redisvl,unknown,[],0
redshift-connector,high,[],0
referencing,unknown,[],0
regex,unknown,[],0
regress,unknown,"['CWE-172', 'CWE-250', 'CWE-269', 'CWE-362', 'CWE-400', 'CWE-427', 'CWE-522', 'CWE-770']",8
rembg,high,[],0
remote-pdb,unknown,[],0
replicate,unknown,[],0
reportlab,critical,"['CWE-91', 'CWE-918', 'CWE-94']",3
requests,medium,[],0
requests-auth-aws-sigv4,unknown,[],0
requests-cache,unknown,[],0
requests-toolbelt,unknown,[],0
requests_mock,unknown,[],0
resend,unknown,[],0
resolvelib,unknown,[],0
responses,unknown,"['CWE-16', 'CWE-22', 'CWE-311', 'CWE-354', 'CWE-601']",5
restrictedpython,high,"['CWE-1336', 'CWE-200', 'CWE-74', 'CWE-843', 'CWE-913']",5
retrying,unknown,[],0
rfc3339-validator,unknown,[],0
rhoknp,unknown,[],0
rich,unknown,[],0
rich-click,unknown,[],0
rjieba,unknown,[],0
rouge-score,unknown,[],0
rpyc,high,[],0
rq,unknown,[],0
rsa,high,"['CWE-20', 'CWE-327', 'CWE-347', 'CWE-385']",4
rst.linker,unknown,[],0
ruamel-yaml,unknown,[],0
ruamel.yaml,unknown,[],0
ruamel_yaml,unknown,[],0
ruff,unknown,[],0
runai-model-streamer,unknown,[],0
runai-model-streamer-gcs,unknown,[],0
runai-model-streamer-s3,unknown,[],0
rustworkx,unknown,[],0
s3fs,unknown,[],0
sacrebleu,unknown,[],0
sacremoses,unknown,[],0
safehttpx,unknown,[],0
safetensors,unknown,[],0
sagemaker,high,['CWE-78'],1
sagemaker-core,unknown,[],0
sagemaker-experiments,unknown,[],0
sagemaker-feature-store-pyspark-3-3,unknown,[],0
sagemaker-mlflow,unknown,[],0
sagemaker-schema-inference-artifacts,unknown,[],0
sanic,high,['CWE-22'],1
scapy,medium,[],0
schema,unknown,"['CWE-1333', 'CWE-20', 'CWE-347', 'CWE-434']",4
scikit-build-core,unknown,[],0
scikit-image,unknown,[],0
scikit-learn,medium,[],0
scipy,high,['CWE-269'],1
scramp,unknown,[],0
scrapegraph-py,unknown,[],0
scrapy,high,"['CWE-200', 'CWE-522']",2
screeninfo,unknown,[],0
seaborn,unknown,[],0
secretstorage,unknown,[],0
securetar,unknown,[],0
seekpath,unknown,[],0
selenium,low,[],0
semantic-router,unknown,[],0
semantic-version,unknown,[],0
semver,unknown,[],0
send2trash,unknown,[],0
sentence-transformers,unknown,[],0
sentencepiece,unknown,[],0
sentry-sdk,low,[],0
service-identity,unknown,[],0
setproctitle,unknown,[],0
setuptools,high,"['CWE-1333', 'CWE-22']",2
sgl-kernel,unknown,[],0
sglang,medium,[],0
sgp4,unknown,[],0
shapely,unknown,[],0
signxml,medium,"['CWE-208', 'CWE-303']",2
sigopt,unknown,[],0
singlestoredb,unknown,[],0
six,unknown,[],0
six (,unknown,[],0
skia-pathops,unknown,[],0
skops,high,"['CWE-351', 'CWE-502']",2
skyfield,unknown,[],0
slack-sdk,unknown,[],0
slowapi,unknown,[],0
smart_open,unknown,[],0
smdebug-rulesconfig,unknown,[],0
sniffio,unknown,[],0
snowballstemmer,unknown,[],0
snowflake-connector-python,high,[],0
snowflake-snowpark-python,unknown,[],0
snowflake-sqlalchemy,unknown,[],0
snowplow-tracker,unknown,[],0
social-auth-app-django,medium,[],0
social-auth-core,unknown,[],0
sortedcontainers,unknown,[],0
soundfile,unknown,[],0
spglib,unknown,[],0
sphinx,unknown,[],0
sphinx-argparse,unknown,[],0
sphinx-astropy,unknown,[],0
sphinx-autobuild,unknown,[],0
sphinx-autodoc-typehints,unknown,[],0
sphinx-changelog,unknown,[],0
sphinx-copybutton,unknown,[],0
sphinx-design,unknown,[],0
sphinx-favicon,unknown,[],0
sphinx-gallery,unknown,[],0
sphinx-inline-tabs,unknown,[],0
sphinx-lint,unknown,[],0
sphinx-multiversion,unknown,[],0
sphinx-notfound-page,unknown,[],0
sphinx-prompt,unknown,[],0
sphinx-remove-toctrees,unknown,[],0
sphinx-reredirects,unknown,[],0
sphinx-rtd-theme,unknown,[],0
sphinx-sitemap,unknown,[],0
sphinx_design,unknown,[],0
sphinx_reredirects,unknown,[],0
sphinx_rtd_theme,unknown,[],0
sphinxcontrib-applehelp,unknown,[],0
sphinxcontrib-devhelp,unknown,[],0
sphinxcontrib-github-alt,unknown,[],0
sphinxcontrib-globalsubs,unknown,[],0
sphinxcontrib-htmlhelp,unknown,[],0
sphinxcontrib-jquery,unknown,[],0
sphinxcontrib-jsmath,unknown,[],0
sphinxcontrib-openapi,unknown,[],0
sphinxcontrib-qthelp,unknown,[],0
sphinxcontrib-sass,unknown,[],0
sphinxcontrib-serializinghtml,unknown,[],0
sphinxcontrib-shellcheck,unknown,[],0
sphinxcontrib-spelling,unknown,[],0
sphinxcontrib-towncrier,unknown,[],0
sphinxcontrib-trio,unknown,[],0
sphinxemoji,unknown,[],0
sphinxext-opengraph,unknown,[],0
spotipy,high,"['CWE-22', 'CWE-276', 'CWE-488']",3
sqlalchemy,critical,['CWE-89'],1
sqlalchemy-utils,unknown,[],0
sqlglot,unknown,[],0
sqlite-vec,high,[],0
sqlitedict,high,[],0
sqlparse,high,"['CWE-1333', 'CWE-400']",2
sse-starlette,unknown,[],0
st_attn,unknown,[],0
standard-aifc,unknown,[],0
standard-telnetlib,unknown,[],0
starlette,high,"['CWE-400', 'CWE-770']",2
starlette-compress,unknown,[],0
starlite,high,"['CWE-22', 'CWE-400', 'CWE-770']",3
starsessions,unknown,[],0
statsig,unknown,[],0
statsmodels,unknown,[],0
stevedore,unknown,[],0
stopit,unknown,[],0
strawberry-graphql,medium,[],0
streamlit,medium,[],0
streamlit-pdf,unknown,[],0
structlog,unknown,[],0
sudachidict_core,unknown,[],0
sudachipy,unknown,[],0
surrealdb,unknown,[],0
svglib,critical,['CWE-611'],1
symengine,unknown,[],0
sympy,unknown,[],0
syrupy,unknown,[],0
tabulate,unknown,[],0
tangled-up-in-unicode,unknown,[],0
tantivy,unknown,[],0
tavily-python,unknown,[],0
tblib,unknown,[],0
tblite,unknown,[],0
tenacity,unknown,[],0
tensorboard,unknown,[],0
tensorboardx,unknown,[],0
tensorflow,critical,"['CWE-119', 'CWE-120', 'CWE-122', 'CWE-125', 'CWE-1284', 'CWE-131', 'CWE-134', 'CWE-190', 'CWE-191', 'CWE-193', 'CWE-197', 'CWE-20', 'CWE-252', 'CWE-345', 'CWE-354', 'CWE-367', 'CWE-369', 'CWE-400', 'CWE-401', 'CWE-415', 'CWE-416', 'CWE-471', 'CWE-475', 'CWE-476', 'CWE-502', 'CWE-617', 'CWE-662', 'CWE-665', 'CWE-667', 'CWE-668', 'CWE-670', 'CWE-674', 'CWE-681', 'CWE-682', 'CWE-697', 'CWE-704', 'CWE-754', 'CWE-755', 'CWE-770', 'CWE-78', 'CWE-787', 'CWE-824', 'CWE-835', 'CWE-843', 'CWE-908', 'CWE-94']",46
tensorflow-cpu,critical,"['CWE-119', 'CWE-120', 'CWE-122', 'CWE-125', 'CWE-1284', 'CWE-131', 'CWE-134', 'CWE-190', 'CWE-191', 'CWE-193', 'CWE-197', 'CWE-20', 'CWE-252', 'CWE-345', 'CWE-354', 'CWE-367', 'CWE-369', 'CWE-400', 'CWE-401', 'CWE-415', 'CWE-416', 'CWE-471', 'CWE-475', 'CWE-476', 'CWE-502', 'CWE-617', 'CWE-662', 'CWE-665', 'CWE-667', 'CWE-668', 'CWE-670', 'CWE-674', 'CWE-681', 'CWE-682', 'CWE-697', 'CWE-704', 'CWE-754', 'CWE-755', 'CWE-770', 'CWE-78', 'CWE-787', 'CWE-824', 'CWE-835', 'CWE-843', 'CWE-908', 'CWE-94']",46
tensorflow-probability,unknown,[],0
tensorflow-text,unknown,[],0
tensorizer,unknown,[],0
terminado,unknown,[],0
testcontainers,unknown,[],0
textual,unknown,[],0
tf-playwright-stealth,unknown,[],0
tf2onnx,unknown,[],0
threadpoolctl,unknown,[],0
tiktoken,unknown,[],0
time-machine,unknown,[],0
timeout-decorator,unknown,[],0
timm,unknown,[],0
tinycss2,unknown,[],0
tinyhtml5,unknown,[],0
tldextract,unknown,[],0
todoist-api-python,unknown,[],0
together,unknown,"['CWE-200', 'CWE-73']",2
tokenize-rt,unknown,[],0
tokenizers,unknown,['CWE-76'],1
toml,unknown,[],0
tomli,unknown,[],0
tomli-w,unknown,[],0
tomlkit,unknown,[],0
toolz,unknown,[],0
toposort,unknown,[],0
torch,critical,['CWE-502'],1
torch_memory_saver,unknown,[],0
torchao,unknown,[],0
torchaudio,unknown,[],0
torchcodec,unknown,[],0
torchmetrics,unknown,[],0
torchvision,unknown,[],0
tornado,high,[],0
towncrier,unknown,[],0
tox,unknown,[],0
tqdm,low,[],0
trafilatura,unknown,[],0
traitlets,unknown,[],0
transformers,critical,"['CWE-1333', 'CWE-94']",2
trino,unknown,[],0
trio,unknown,[],0
triton,unknown,[],0
tritonclient,unknown,[],0
trove-classifiers,unknown,[],0
trustme,unknown,[],0
twine,unknown,[],0
twisted,medium,[],0
twisted-iocpsupport,unknown,[],0
twistedchecker,unknown,[],0
twython,unknown,[],0
typeguard,unknown,[],0
typer,unknown,[],0
types-aiofiles,unknown,[],0
types-backports,unknown,[],0
types-cachetools,unknown,[],0
types-certifi,unknown,[],0
types-chardet,unknown,[],0
types-chevron,unknown,[],0
types-colorama,unknown,[],0
types-cryptography,unknown,[],0
types-dateparser,unknown,[],0
types-docutils,unknown,[],0
types-jsonschema,unknown,[],0
types-mock,unknown,[],0
types-paramiko,unknown,[],0
types-protobuf,unknown,[],0
types-psutil,unknown,[],0
types-pygments,unknown,[],0
types-pymysql,unknown,[],0
types-pyopenssl,unknown,[],0
types-python-dateutil,unknown,[],0
types-pytz,unknown,[],0
types-pywin32,unknown,[],0
types-pyyaml,unknown,[],0
types-redis,unknown,[],0
types-requests,unknown,[],0
types-setuptools,unknown,[],0
types-simplejson,unknown,[],0
types-six,unknown,[],0
types-tabulate,unknown,[],0
types-toml,unknown,[],0
types-tzlocal,unknown,[],0
types-urllib3,unknown,[],0
types_psutil,unknown,[],0
typing-extensions,unknown,[],0
typing-inspect,unknown,[],0
typing-inspection,unknown,[],0
typing_extensions,unknown,[],0
tzdata,unknown,[],0
tzlocal,unknown,[],0
tzlocal (,unknown,[],0
uharfbuzz,unknown,[],0
ulid-transform,unknown,[],0
uncertainties,unknown,[],0
uncompresspy,unknown,[],0
unicodedata2,unknown,[],0
unidic,unknown,[],0
unidic_lite,unknown,[],0
universal_pathlib,unknown,[],0
unleashclient,unknown,[],0
unstructured,medium,[],0
unstructured-client,unknown,[],0
unstructured-inference,unknown,[],0
unstructured.paddleocr,unknown,[],0
unstructured.pytesseract,unknown,[],0
upstash-vector,unknown,[],0
urllib3,medium,"['CWE-200', 'CWE-295', 'CWE-400', 'CWE-601', 'CWE-669', 'CWE-93']",6
urwid,unknown,[],0
usd-core,critical,[],0
uuid6,unknown,[],0
uuid7,unknown,[],0
uv,medium,[],0
uvicorn,high,"['CWE-116', 'CWE-74', 'CWE-94']",3
uvicorn-worker,unknown,[],0
uvloop,unknown,[],0
validators,high,['CWE-835'],1
valkey,unknown,[],0
valyu,unknown,[],0
vega-datasets,unknown,[],0
virtualenv,high,"['CWE-22', 'CWE-77']",2
visions,unknown,[],0
vllm,critical,['CWE-354'],1
voluptuous,unknown,[],0
voluptuous-openapi,unknown,[],0
voluptuous-serialize,unknown,[],0
vsa,unknown,[],0
vtk,high,"['CWE-400', 'CWE-476']",2
w3lib,unknown,[],0
waitress,critical,"['CWE-248', 'CWE-362', 'CWE-367', 'CWE-444', 'CWE-772']",5
wandb,unknown,[],0
watchdog,unknown,[],0
watchfiles,unknown,[],0
weasyprint,high,[],0
weave,high,"['CWE-20', 'CWE-22']",2
weaviate-client,unknown,[],0
web3,unknown,[],0
webexpythonsdk,unknown,[],0
webob,medium,['CWE-601'],1
webrtc-models,unknown,[],0
websocket-client,unknown,[],0
websockets,high,"['CWE-203', 'CWE-208', 'CWE-400', 'CWE-409']",4
werkzeug,high,[],0
wheel,high,['CWE-1333'],1
whenever,unknown,"['CWE-20', 'CWE-502']",2
winkerberos,unknown,[],0
wmi,unknown,[],0
wordcloud,unknown,[],0
wrapt,unknown,[],0
wsproto,unknown,[],0
wtforms,unknown,[],0
xattr,unknown,[],0
xformers,unknown,[],0
xgboost,unknown,[],0
xgrammar,high,[],0
xhtml2pdf,medium,[],0
xlrd,unknown,[],0
xxhash,unknown,[],0
yarl,unknown,[],0
ydata-profiling,high,[],0
yesqa,unknown,[],0
yfinance,unknown,[],0
youtube-transcript-api,unknown,[],0
youtube_transcript_api,unknown,[],0
yt-dlp,high,['CWE-78'],1
yt-dlp-ejs,unknown,[],0
yunchang,unknown,[],0
z3-solver,unknown,[],0
zep-cloud,unknown,[],0
zeroconf,unknown,[],0
zipp,medium,[],0
zope-interface,unknown,[],0
zope.interface,unknown,[],0
zopfli,unknown,[],0
zstandard,unknown,[],0
